Date (DDMMYYYY),Date,Month,Year,DoW,Week Number,WeekYear,WeekDayNo,Financial Month,Financial Month No,Pre 2020 Menu Change Period,Post 2020 Menu Change Period,Calendar Year,Week Ending,Date&DoW,Date (DDMMYYYY),Post Apr '22 Pricing Change,Post Apr '22 Pricing Change (equiv. for 2019),Post July '22 Pricing Change,,
20/03/2021,20,3,2021,Saturday,12,122021,6,March,3,,,,,,,,,,,
21/03/2021,21,3,2021,Sunday,12,122021,7,March,3,,,,,,,,,,,
22/03/2021,22,3,2021,Monday,13,132021,1,March,3,,,,,,,,,,,
23/03/2021,23,3,2021,Tuesday,13,132021,2,March,3,,,,,,,,,,,
24/03/2021,24,3,2021,Wednesday,13,132021,3,March,3,,,,,,,,,,,
25/03/2021,25,3,2021,Thursday,13,132021,4,March,3,,,,,,,,,,,
26/03/2021,26,3,2021,Friday,13,132021,5,March,3,,,,,,,,,,,
27/03/2021,27,3,2021,Saturday,13,132021,6,March,3,,,,,,,,,,,
28/03/2021,28,3,2021,Sunday,13,132021,7,March,3,,,,,,,,,,,
29/03/2021,29,3,2021,Monday,14,142021,1,April,4,,,,,,,,,,,
30/03/2021,30,3,2021,Tuesday,14,142021,2,April,4,,,,,,,,,,,
31/03/2021,31,3,2021,Wednesday,14,142021,3,April,4,,,,,,,,,,,
01/04/2021,1,4,2021,Thursday,14,142021,4,April,4,,,,,,,,,,,
02/04/2021,2,4,2021,Friday,14,142021,5,April,4,,,,,,,,,,,
03/04/2021,3,4,2021,Saturday,14,142021,6,April,4,,,,,,,,,,,
04/04/2021,4,4,2021,Sunday,14,142021,7,April,4,,,,,,,,,,,
05/04/2021,5,4,2021,Monday,15,152021,1,April,4,,,,,,,,,,,
06/04/2021,6,4,2021,Tuesday,15,152021,2,April,4,,,,,,,,,,,
07/04/2021,7,4,2021,Wednesday,15,152021,3,April,4,,,,,,,,,,,
08/04/2021,8,4,2021,Thursday,15,152021,4,April,4,,,,,,,,,,,
09/04/2021,9,4,2021,Friday,15,152021,5,April,4,,,,,,,,,,,
10/04/2021,10,4,2021,Saturday,15,152021,6,April,4,,,,,,,,,,,
11/04/2021,11,4,2021,Sunday,15,152021,7,April,4,,,,,,,,,,,
12/04/2021,12,4,2021,Monday,16,162021,1,April,4,,,,,,,,,,,
13/04/2021,13,4,2021,Tuesday,16,162021,2,April,4,,,,,,,,,,,
14/04/2021,14,4,2021,Wednesday,16,162021,3,April,4,,,,,,,,,,,
15/04/2021,15,4,2021,Thursday,16,162021,4,April,4,,,,,,,,,,,
16/04/2021,16,4,2021,Friday,16,162021,5,April,4,,,,,,,,,,,
17/04/2021,17,4,2021,Saturday,16,162021,6,April,4,,,,,,,,,,,
18/04/2021,18,4,2021,Sunday,16,162021,7,April,4,,,,,,,,,,,
19/04/2021,19,4,2021,Monday,17,172021,1,April,4,,,,,,,,,,,
20/04/2021,20,4,2021,Tuesday,17,172021,2,April,4,,,,,,,,,,,
21/04/2021,21,4,2021,Wednesday,17,172021,3,April,4,,,,,,,,,,,
22/04/2021,22,4,2021,Thursday,17,172021,4,April,4,,,,,,,,,,,
23/04/2021,23,4,2021,Friday,17,172021,5,April,4,,,,,,,,,,,
24/04/2021,24,4,2021,Saturday,17,172021,6,April,4,,,,,,,,,,,
25/04/2021,25,4,2021,Sunday,17,172021,7,April,4,,,,,,,,,,,
26/04/2021,26,4,2021,Monday,18,182021,1,May,5,,,,,,,,,,,
27/04/2021,27,4,2021,Tuesday,18,182021,2,May,5,,,,,,,,,,,
28/04/2021,28,4,2021,Wednesday,18,182021,3,May,5,,,,,,,,,,,
29/04/2021,29,4,2021,Thursday,18,182021,4,May,5,,,,,,,,,,,
30/04/2021,30,4,2021,Friday,18,182021,5,May,5,,,,,,,,,,,
01/05/2021,1,5,2021,Saturday,18,182021,6,May,5,,,,,,,,,,,
02/05/2021,2,5,2021,Sunday,18,182021,7,May,5,,,,,,,,,,,
03/05/2021,3,5,2021,Monday,19,192021,1,May,5,,,,,,,,,,,
04/05/2021,4,5,2021,Tuesday,19,192021,2,May,5,,,,,,,,,,,
05/05/2021,5,5,2021,Wednesday,19,192021,3,May,5,,,,,,,,,,,
06/05/2021,6,5,2021,Thursday,19,192021,4,May,5,,,,,,,,,,,
07/05/2021,7,5,2021,Friday,19,192021,5,May,5,,,,,,,,,,,
08/05/2021,8,5,2021,Saturday,19,192021,6,May,5,,,,,,,,,,,
09/05/2021,9,5,2021,Sunday,19,192021,7,May,5,,,,,,,,,,,
10/05/2021,10,5,2021,Monday,20,202021,1,May,5,,,,,,,,,,,
11/05/2021,11,5,2021,Tuesday,20,202021,2,May,5,,,,,,,,,,,
12/05/2021,12,5,2021,Wednesday,20,202021,3,May,5,,,,,,,,,,,
13/05/2021,13,5,2021,Thursday,20,202021,4,May,5,,,,,,,,,,,
14/05/2021,14,5,2021,Friday,20,202021,5,May,5,,,,,,,,,,,
15/05/2021,15,5,2021,Saturday,20,202021,6,May,5,,,,,,,,,,,
16/05/2021,16,5,2021,Sunday,20,202021,7,May,5,,,,,,,,,,,
17/05/2021,17,5,2021,Monday,21,212021,1,May,5,,,,,,,,,,,
18/05/2021,18,5,2021,Tuesday,21,212021,2,May,5,,,,,,,,,,,
19/05/2021,19,5,2021,Wednesday,21,212021,3,May,5,,,,,,,,,,,
20/05/2021,20,5,2021,Thursday,21,212021,4,May,5,,,,,,,,,,,
21/05/2021,21,5,2021,Friday,21,212021,5,May,5,,,,,,,,,,,
22/05/2021,22,5,2021,Saturday,21,212021,6,May,5,,,,,,,,,,,
23/05/2021,23,5,2021,Sunday,21,212021,7,May,5,,,,,,,,,,,
24/05/2021,24,5,2021,Monday,22,222021,1,June,6,,,,,,,,,,,
25/05/2021,25,5,2021,Tuesday,22,222021,2,June,6,,,,,,,,,,,
26/05/2021,26,5,2021,Wednesday,22,222021,3,June,6,,,,,,,,,,,
27/05/2021,27,5,2021,Thursday,22,222021,4,June,6,,,,,,,,,,,
28/05/2021,28,5,2021,Friday,22,222021,5,June,6,,,,,,,,,,,
29/05/2021,29,5,2021,Saturday,22,222021,6,June,6,,,,,,,,,,,
30/05/2021,30,5,2021,Sunday,22,222021,7,June,6,,,,,,,,,,,
31/05/2021,31,5,2021,Monday,23,232021,1,June,6,,,,,,,,,,,
01/06/2021,1,6,2021,Tuesday,23,232021,2,June,6,,,,,,,,,,,
02/06/2021,2,6,2021,Wednesday,23,232021,3,June,6,,,,,,,,,,,
03/06/2021,3,6,2021,Thursday,23,232021,4,June,6,,,,,,,,,,,
04/06/2021,4,6,2021,Friday,23,232021,5,June,6,,,,,,,,,,,
05/06/2021,5,6,2021,Saturday,23,232021,6,June,6,,,,,,,,,,,
06/06/2021,6,6,2021,Sunday,23,232021,7,June,6,,,,,,,,,,,
07/06/2021,7,6,2021,Monday,24,242021,1,June,6,,,,,,,,,,,
08/06/2021,8,6,2021,Tuesday,24,242021,2,June,6,,,,,,,,,,,
09/06/2021,9,6,2021,Wednesday,24,242021,3,June,6,,,,,,,,,,,
10/06/2021,10,6,2021,Thursday,24,242021,4,June,6,,,,,,,,,,,
11/06/2021,11,6,2021,Friday,24,242021,5,June,6,,,,,,,,,,,
12/06/2021,12,6,2021,Saturday,24,242021,6,June,6,,,,,,,,,,,
13/06/2021,13,6,2021,Sunday,24,242021,7,June,6,,,,,,,,,,,
14/06/2021,14,6,2021,Monday,25,252021,1,June,6,,,,,,,,,,,
15/06/2021,15,6,2021,Tuesday,25,252021,2,June,6,,,,,,,,,,,
16/06/2021,16,6,2021,Wednesday,25,252021,3,June,6,,,,,,,,,,,
17/06/2021,17,6,2021,Thursday,25,252021,4,June,6,,,,,,,,,,,
18/06/2021,18,6,2021,Friday,25,252021,5,June,6,,,,,,,,,,,
19/06/2021,19,6,2021,Saturday,25,252021,6,June,6,,,,,,,,,,,
20/06/2021,20,6,2021,Sunday,25,252021,7,June,6,,,,,,,,,,,
21/06/2021,21,6,2021,Monday,26,262021,1,June,6,,,,,,,,,,,
22/06/2021,22,6,2021,Tuesday,26,262021,2,June,6,,,,,,,,,,,
23/06/2021,23,6,2021,Wednesday,26,262021,3,June,6,,,,,,,,,,,
24/06/2021,24,6,2021,Thursday,26,262021,4,June,6,,,,,,,,,,,
25/06/2021,25,6,2021,Friday,26,262021,5,June,6,,,,,,,,,,,
26/06/2021,26,6,2021,Saturday,26,262021,6,June,6,,,,,,,,,,,
27/06/2021,27,6,2021,Sunday,26,262021,7,June,6,,,,,,,,,,,
28/06/2021,28,6,2021,Monday,27,272021,1,July,7,,,,,,,,,,,
29/06/2021,29,6,2021,Tuesday,27,272021,2,July,7,,,,,,,,,,,
30/06/2021,30,6,2021,Wednesday,27,272021,3,July,7,,,,,,,,,,,
01/07/2021,1,7,2021,Thursday,27,272021,4,July,7,,,,,,,,,,,
02/07/2021,2,7,2021,Friday,27,272021,5,July,7,,,,,,,,,,,
03/07/2021,3,7,2021,Saturday,27,272021,6,July,7,,,,,,,,,,,
04/07/2021,4,7,2021,Sunday,27,272021,7,July,7,,,,,,,,,,,
05/07/2021,5,7,2021,Monday,28,282021,1,July,7,,,,,,,,,,,
06/07/2021,6,7,2021,Tuesday,28,282021,2,July,7,,,,,,,,,,,
07/07/2021,7,7,2021,Wednesday,28,282021,3,July,7,,,,,,,,,,,
08/07/2021,8,7,2021,Thursday,28,282021,4,July,7,,,,,,,,,,,
09/07/2021,9,7,2021,Friday,28,282021,5,July,7,,,,,,,,,,,
10/07/2021,10,7,2021,Saturday,28,282021,6,July,7,,,,,,,,,,,
11/07/2021,11,7,2021,Sunday,28,282021,7,July,7,,,,,,,,,,,
12/07/2021,12,7,2021,Monday,29,292021,1,July,7,,,,,,,,,,,
13/07/2021,13,7,2021,Tuesday,29,292021,2,July,7,,,,,,,,,,,
14/07/2021,14,7,2021,Wednesday,29,292021,3,July,7,,,,,,,,,,,
15/07/2021,15,7,2021,Thursday,29,292021,4,July,7,,,,,,,,,,,
16/07/2021,16,7,2021,Friday,29,292021,5,July,7,,,,,,,,,,,
17/07/2021,17,7,2021,Saturday,29,292021,6,July,7,,,,,,,,,,,
18/07/2021,18,7,2021,Sunday,29,292021,7,July,7,,,,,,,,,,,
19/07/2021,19,7,2021,Monday,30,302021,1,July,7,,,,,,,,,,,
20/07/2021,20,7,2021,Tuesday,30,302021,2,July,7,,,,,,,,,,,
21/07/2021,21,7,2021,Wednesday,30,302021,3,July,7,,,,,,,,,,,
22/07/2021,22,7,2021,Thursday,30,302021,4,July,7,,,,,,,,,,,
23/07/2021,23,7,2021,Friday,30,302021,5,July,7,,,,,,,,,,,
24/07/2021,24,7,2021,Saturday,30,302021,6,July,7,,,,,,,,,,,
25/07/2021,25,7,2021,Sunday,30,302021,7,July,7,,,,,,,,,,,
26/07/2021,26,7,2021,Monday,31,312021,1,August,8,,,,,,,,,,,
27/07/2021,27,7,2021,Tuesday,31,312021,2,August,8,,,,,,,,,,,
28/07/2021,28,7,2021,Wednesday,31,312021,3,August,8,,,,,,,,,,,
29/07/2021,29,7,2021,Thursday,31,312021,4,August,8,,,,,,,,,,,
30/07/2021,30,7,2021,Friday,31,312021,5,August,8,,,,,,,,,,,
31/07/2021,31,7,2021,Saturday,31,312021,6,August,8,,,,,,,,,,,
01/08/2021,1,8,2021,Sunday,31,312021,7,August,8,,,,,,,,,,,
02/08/2021,2,8,2021,Monday,32,322021,1,August,8,,,,,,,,,,,
03/08/2021,3,8,2021,Tuesday,32,322021,2,August,8,,,,,,,,,,,
04/08/2021,4,8,2021,Wednesday,32,322021,3,August,8,,,,,,,,,,,
05/08/2021,5,8,2021,Thursday,32,322021,4,August,8,,,,,,,,,,,
06/08/2021,6,8,2021,Friday,32,322021,5,August,8,,,,,,,,,,,
07/08/2021,7,8,2021,Saturday,32,322021,6,August,8,,,,,,,,,,,
08/08/2021,8,8,2021,Sunday,32,322021,7,August,8,,,,,,,,,,,
09/08/2021,9,8,2021,Monday,33,332021,1,August,8,,,,,,,,,,,
10/08/2021,10,8,2021,Tuesday,33,332021,2,August,8,,,,,,,,,,,
11/08/2021,11,8,2021,Wednesday,33,332021,3,August,8,,,,,,,,,,,
12/08/2021,12,8,2021,Thursday,33,332021,4,August,8,,,,,,,,,,,
13/08/2021,13,8,2021,Friday,33,332021,5,August,8,,,,,,,,,,,
14/08/2021,14,8,2021,Saturday,33,332021,6,August,8,,,,,,,,,,,
15/08/2021,15,8,2021,Sunday,33,332021,7,August,8,,,,,,,,,,,
16/08/2021,16,8,2021,Monday,34,342021,1,August,8,,,,,,,,,,,
17/08/2021,17,8,2021,Tuesday,34,342021,2,August,8,,,,,,,,,,,
18/08/2021,18,8,2021,Wednesday,34,342021,3,August,8,,,,,,,,,,,
19/08/2021,19,8,2021,Thursday,34,342021,4,August,8,,,,,,,,,,,
20/08/2021,20,8,2021,Friday,34,342021,5,August,8,,,,,,,,,,,
21/08/2021,21,8,2021,Saturday,34,342021,6,August,8,,,,,,,,,,,
22/08/2021,22,8,2021,Sunday,34,342021,7,August,8,,,,,,,,,,,
23/08/2021,23,8,2021,Monday,35,352021,1,September,9,,,,,,,,,,,
24/08/2021,24,8,2021,Tuesday,35,352021,2,September,9,,,,,,,,,,,
25/08/2021,25,8,2021,Wednesday,35,352021,3,September,9,,,,,,,,,,,
26/08/2021,26,8,2021,Thursday,35,352021,4,September,9,,,,,,,,,,,
27/08/2021,27,8,2021,Friday,35,352021,5,September,9,,,,,,,,,,,
28/08/2021,28,8,2021,Saturday,35,352021,6,September,9,,,,,,,,,,,
29/08/2021,29,8,2021,Sunday,35,352021,7,September,9,,,,,,,,,,,
30/08/2021,30,8,2021,Monday,36,362021,1,September,9,,,,,,,,,,,
31/08/2021,31,8,2021,Tuesday,36,362021,2,September,9,,,,,,,,,,,
01/09/2021,1,9,2021,Wednesday,36,362021,3,September,9,,,,,,,,,,,
02/09/2021,2,9,2021,Thursday,36,362021,4,September,9,,,,,,,,,,,
03/09/2021,3,9,2021,Friday,36,362021,5,September,9,,,,,,,,,,,
04/09/2021,4,9,2021,Saturday,36,362021,6,September,9,,,,,,,,,,,
05/09/2021,5,9,2021,Sunday,36,362021,7,September,9,,,,,,,,,,,
06/09/2021,6,9,2021,Monday,37,372021,1,September,9,,,,,,,,,,,
07/09/2021,7,9,2021,Tuesday,37,372021,2,September,9,,,,,,,,,,,
08/09/2021,8,9,2021,Wednesday,37,372021,3,September,9,,,,,,,,,,,
09/09/2021,9,9,2021,Thursday,37,372021,4,September,9,,,,,,,,,,,
10/09/2021,10,9,2021,Friday,37,372021,5,September,9,,,,,,,,,,,
11/09/2021,11,9,2021,Saturday,37,372021,6,September,9,,,,,,,,,,,
12/09/2021,12,9,2021,Sunday,37,372021,7,September,9,,,,,,,,,,,
13/09/2021,13,9,2021,Monday,38,382021,1,September,9,,,,,,,,,,,
14/09/2021,14,9,2021,Tuesday,38,382021,2,September,9,,,,,,,,,,,
15/09/2021,15,9,2021,Wednesday,38,382021,3,September,9,,,,,,,,,,,
16/09/2021,16,9,2021,Thursday,38,382021,4,September,9,,,,,,,,,,,
17/09/2021,17,9,2021,Friday,38,382021,5,September,9,,,,,,,,,,,
18/09/2021,18,9,2021,Saturday,38,382021,6,September,9,,,,,,,,,,,
19/09/2021,19,9,2021,Sunday,38,382021,7,September,9,,,,,,,,,,,
20/09/2021,20,9,2021,Monday,39,392021,1,September,9,,,,,,,,,,,
21/09/2021,21,9,2021,Tuesday,39,392021,2,September,9,,,,,,,,,,,
22/09/2021,22,9,2021,Wednesday,39,392021,3,September,9,,,,,,,,,,,
23/09/2021,23,9,2021,Thursday,39,392021,4,September,9,,,,,,,,,,,
24/09/2021,24,9,2021,Friday,39,392021,5,September,9,,,,,,,,,,,
25/09/2021,25,9,2021,Saturday,39,392021,6,September,9,,,,,,,,,,,
26/09/2021,26,9,2021,Sunday,39,392021,7,September,9,,,,,,,,,,,
27/09/2021,27,9,2021,Monday,40,402021,1,October,10,,,,,,,,,,,
28/09/2021,28,9,2021,Tuesday,40,402021,2,October,10,,,,,,,,,,,
29/09/2021,29,9,2021,Wednesday,40,402021,3,October,10,,,,,,,,,,,
30/09/2021,30,9,2021,Thursday,40,402021,4,October,10,,,,,,,,,,,
01/10/2021,1,10,2021,Friday,40,402021,5,October,10,,,,,,,,,,,
02/10/2021,2,10,2021,Saturday,40,402021,6,October,10,,,,,,,,,,,
03/10/2021,3,10,2021,Sunday,40,402021,7,October,10,,,,,,,,,,,
04/10/2021,4,10,2021,Monday,41,412021,1,October,10,,,,,,,,,,,
05/10/2021,5,10,2021,Tuesday,41,412021,2,October,10,,,,,,,,,,,
06/10/2021,6,10,2021,Wednesday,41,412021,3,October,10,,,,,,,,,,,
07/10/2021,7,10,2021,Thursday,41,412021,4,October,10,,,,,,,,,,,
08/10/2021,8,10,2021,Friday,41,412021,5,October,10,,,,,,,,,,,
09/10/2021,9,10,2021,Saturday,41,412021,6,October,10,,,,,,,,,,,
10/10/2021,10,10,2021,Sunday,41,412021,7,October,10,,,,,,,,,,,
11/10/2021,11,10,2021,Monday,42,422021,1,October,10,,,,,,,,,,,
12/10/2021,12,10,2021,Tuesday,42,422021,2,October,10,,,,,,,,,,,
13/10/2021,13,10,2021,Wednesday,42,422021,3,October,10,,,,,,,,,,,
14/10/2021,14,10,2021,Thursday,42,422021,4,October,10,,,,,,,,,,,
15/10/2021,15,10,2021,Friday,42,422021,5,October,10,,,,,,,,,,,
16/10/2021,16,10,2021,Saturday,42,422021,6,October,10,,,,,,,,,,,
17/10/2021,17,10,2021,Sunday,42,422021,7,October,10,,,,,,,,,,,
18/10/2021,18,10,2021,Monday,43,432021,1,October,10,,,,,,,,,,,
19/10/2021,19,10,2021,Tuesday,43,432021,2,October,10,,,,,,,,,,,
20/10/2021,20,10,2021,Wednesday,43,432021,3,October,10,,,,,,,,,,,
21/10/2021,21,10,2021,Thursday,43,432021,4,October,10,,,,,,,,,,,
22/10/2021,22,10,2021,Friday,43,432021,5,October,10,,,,,,,,,,,
23/10/2021,23,10,2021,Saturday,43,432021,6,October,10,,,,,,,,,,,
24/10/2021,24,10,2021,Sunday,43,432021,7,October,10,,,,,,,,,,,
25/10/2021,25,10,2021,Monday,44,442021,1,November,11,,,,,,,,,,,
26/10/2021,26,10,2021,Tuesday,44,442021,2,November,11,,,,,,,,,,,
27/10/2021,27,10,2021,Wednesday,44,442021,3,November,11,,,,,,,,,,,
28/10/2021,28,10,2021,Thursday,44,442021,4,November,11,,,,,,,,,,,
29/10/2021,29,10,2021,Friday,44,442021,5,November,11,,,,,,,,,,,
30/10/2021,30,10,2021,Saturday,44,442021,6,November,11,,,,,,,,,,,
31/10/2021,31,10,2021,Sunday,44,442021,7,November,11,,,,,,,,,,,
01/11/2021,1,11,2021,Monday,45,452021,1,November,11,,,,,,,,,,,
02/11/2021,2,11,2021,Tuesday,45,452021,2,November,11,,,,,,,,,,,
03/11/2021,3,11,2021,Wednesday,45,452021,3,November,11,,,,,,,,,,,
04/11/2021,4,11,2021,Thursday,45,452021,4,November,11,,,,,,,,,,,
05/11/2021,5,11,2021,Friday,45,452021,5,November,11,,,,,,,,,,,
06/11/2021,6,11,2021,Saturday,45,452021,6,November,11,,,,,,,,,,,
07/11/2021,7,11,2021,Sunday,45,452021,7,November,11,,,,,,,,,,,
08/11/2021,8,11,2021,Monday,46,462021,1,November,11,,,,,,,,,,,
09/11/2021,9,11,2021,Tuesday,46,462021,2,November,11,,,,,,,,,,,
10/11/2021,10,11,2021,Wednesday,46,462021,3,November,11,,,,,,,,,,,
11/11/2021,11,11,2021,Thursday,46,462021,4,November,11,,,,,,,,,,,
12/11/2021,12,11,2021,Friday,46,462021,5,November,11,,,,,,,,,,,
13/11/2021,13,11,2021,Saturday,46,462021,6,November,11,,,,,,,,,,,
14/11/2021,14,11,2021,Sunday,46,462021,7,November,11,,,,,,,,,,,
15/11/2021,15,11,2021,Monday,47,472021,1,November,11,,,,,,,,,,,
16/11/2021,16,11,2021,Tuesday,47,472021,2,November,11,,,,,,,,,,,
17/11/2021,17,11,2021,Wednesday,47,472021,3,November,11,,,,,,,,,,,
18/11/2021,18,11,2021,Thursday,47,472021,4,November,11,,,,,,,,,,,
19/11/2021,19,11,2021,Friday,47,472021,5,November,11,,,,,,,,,,,
20/11/2021,20,11,2021,Saturday,47,472021,6,November,11,,,,,,,,,,,
21/11/2021,21,11,2021,Sunday,47,472021,7,November,11,,,,,,,,,,,
22/11/2021,22,11,2021,Monday,48,482021,1,December,12,,,,,,,,,,,
23/11/2021,23,11,2021,Tuesday,48,482021,2,December,12,,,,,,,,,,,
24/11/2021,24,11,2021,Wednesday,48,482021,3,December,12,,,,,,,,,,,
25/11/2021,25,11,2021,Thursday,48,482021,4,December,12,,,,,,,,,,,
26/11/2021,26,11,2021,Friday,48,482021,5,December,12,,,,,,,,,,,
27/11/2021,27,11,2021,Saturday,48,482021,6,December,12,,,,,,,,,,,
28/11/2021,28,11,2021,Sunday,48,482021,7,December,12,,,,,,,,,,,
29/11/2021,29,11,2021,Monday,49,492021,1,December,12,,,,,,,,,,,
30/11/2021,30,11,2021,Tuesday,49,492021,2,December,12,,,,,,,,,,,
01/12/2021,1,12,2021,Wednesday,49,492021,3,December,12,,,,,,,,,,,
02/12/2021,2,12,2021,Thursday,49,492021,4,December,12,,,,,,,,,,,
03/12/2021,3,12,2021,Friday,49,492021,5,December,12,,,,,,,,,,,
04/12/2021,4,12,2021,Saturday,49,492021,6,December,12,,,,,,,,,,,
05/12/2021,5,12,2021,Sunday,49,492021,7,December,12,,,,,,,,,,,
06/12/2021,6,12,2021,Monday,50,502021,1,December,12,,,,,,,,,,,
07/12/2021,7,12,2021,Tuesday,50,502021,2,December,12,,,,,,,,,,,
08/12/2021,8,12,2021,Wednesday,50,502021,3,December,12,,,,,,,,,,,
09/12/2021,9,12,2021,Thursday,50,502021,4,December,12,,,,,,,,,,,
10/12/2021,10,12,2021,Friday,50,502021,5,December,12,,,,,,,,,,,
11/12/2021,11,12,2021,Saturday,50,502021,6,December,12,,,,,,,,,,,
12/12/2021,12,12,2021,Sunday,50,502021,7,December,12,,,,,,,,,,,
13/12/2021,13,12,2021,Monday,51,512021,1,December,12,,,,,,,,,,,
14/12/2021,14,12,2021,Tuesday,51,512021,2,December,12,,,,,,,,,,,
15/12/2021,15,12,2021,Wednesday,51,512021,3,December,12,,,,,,,,,,,
16/12/2021,16,12,2021,Thursday,51,512021,4,December,12,,,,,,,,,,,
17/12/2021,17,12,2021,Friday,51,512021,5,December,12,,,,,,,,,,,
18/12/2021,18,12,2021,Saturday,51,512021,6,December,12,,,,,,,,,,,
19/12/2021,19,12,2021,Sunday,51,512021,7,December,12,,,,,,,,,,,
20/12/2021,20,12,2021,Monday,52,522021,1,December,12,,,,,,,,,,,
21/12/2021,21,12,2021,Tuesday,52,522021,2,December,12,,,,,,,,,,,
22/12/2021,22,12,2021,Wednesday,52,522021,3,December,12,,,,,,,,,,,
23/12/2021,23,12,2021,Thursday,52,522021,4,December,12,,,,,,,,,,,
24/12/2021,24,12,2021,Friday,52,522021,5,December,12,,,,,,,,,,,
25/12/2021,25,12,2021,Saturday,52,522021,6,December,12,,,,,,,,,,,
26/12/2021,26,12,2021,Sunday,52,522021,7,December,12,,,,,,,,,,,
27/12/2021,27,12,2022,Monday,1,12022,1,January,1,,,,,,,,,,,
28/12/2021,28,12,2022,Tuesday,1,12022,2,January,1,,,,,,,,,,,
29/12/2021,29,12,2022,Wednesday,1,12022,3,January,1,,,,,,,,,,,
30/12/2021,30,12,2022,Thursday,1,12022,4,January,1,,,,,,,,,,,
31/12/2021,31,12,2022,Friday,1,12022,5,January,1,,,,,,,,,,,
01/01/2022,1,1,2022,Saturday,1,12022,6,January,1,,,,,,,,,,,
02/01/2022,2,1,2022,Sunday,1,12022,7,January,1,,,,,,,,,,,
03/01/2022,3,1,2022,Monday,2,22022,1,January,1,,,,,,,,,,,
04/01/2022,4,1,2022,Tuesday,2,22022,2,January,1,,,,,,,,,,,
05/01/2022,5,1,2022,Wednesday,2,22022,3,January,1,,,,,,,,,,,
06/01/2022,6,1,2022,Thursday,2,22022,4,January,1,,,,,,,,,,,
07/01/2022,7,1,2022,Friday,2,22022,5,January,1,,,,,,,,,,,
08/01/2022,8,1,2022,Saturday,2,22022,6,January,1,,,,,,,,,,,
09/01/2022,9,1,2022,Sunday,2,22022,7,January,1,,,,,,,,,,,
10/01/2022,10,1,2022,Monday,3,32022,1,January,1,,,,,,,,,,,
11/01/2022,11,1,2022,Tuesday,3,32022,2,January,1,,,,,,,,,,,
12/01/2022,12,1,2022,Wednesday,3,32022,3,January,1,,,,,,,,,,,
13/01/2022,13,1,2022,Thursday,3,32022,4,January,1,,,,,,,,,,,
14/01/2022,14,1,2022,Friday,3,32022,5,January,1,,,,,,,,,,,
15/01/2022,15,1,2022,Saturday,3,32022,6,January,1,,,,,,,,,,,
16/01/2022,16,1,2022,Sunday,3,32022,7,January,1,,,,,,,,,,,
17/01/2022,17,1,2022,Monday,4,42022,1,January,1,,,,,,,,,,,
18/01/2022,18,1,2022,Tuesday,4,42022,2,January,1,,,,,,,,,,,
19/01/2022,19,1,2022,Wednesday,4,42022,3,January,1,,,,,,,,,,,
20/01/2022,20,1,2022,Thursday,4,42022,4,January,1,,,,,,,,,,,
21/01/2022,21,1,2022,Friday,4,42022,5,January,1,,,,,,,,,,,
22/01/2022,22,1,2022,Saturday,4,42022,6,January,1,,,,,,,,,,,
23/01/2022,23,1,2022,Sunday,4,42022,7,January,1,,,,,,,,,,,
24/01/2022,24,1,2022,Monday,5,52022,1,February,2,,,,,,,,,,,
25/01/2022,25,1,2022,Tuesday,5,52022,2,February,2,,,,,,,,,,,
26/01/2022,26,1,2022,Wednesday,5,52022,3,February,2,,,,,,,,,,,
27/01/2022,27,1,2022,Thursday,5,52022,4,February,2,,,,,,,,,,,
28/01/2022,28,1,2022,Friday,5,52022,5,February,2,,,,,,,,,,,
29/01/2022,29,1,2022,Saturday,5,52022,6,February,2,,,,,,,,,,,
30/01/2022,30,1,2022,Sunday,5,52022,7,February,2,,,,,,,,,,,
31/01/2022,31,1,2022,Monday,6,62022,1,February,2,,,,,,,,,,,
01/02/2022,1,2,2022,Tuesday,6,62022,2,February,2,,,,,,,,,,,
02/02/2022,2,2,2022,Wednesday,6,62022,3,February,2,,,,,,,,,,,
03/02/2022,3,2,2022,Thursday,6,62022,4,February,2,,,,,,,,,,,
04/02/2022,4,2,2022,Friday,6,62022,5,February,2,,,,,,,,,,,
05/02/2022,5,2,2022,Saturday,6,62022,6,February,2,,,,,,,,,,,
06/02/2022,6,2,2022,Sunday,6,62022,7,February,2,,,,,,,,,,,
07/02/2022,7,2,2022,Monday,7,72022,1,February,2,,,,,,,,,,,
08/02/2022,8,2,2022,Tuesday,7,72022,2,February,2,,,,,,,,,,,
09/02/2022,9,2,2022,Wednesday,7,72022,3,February,2,,,,,,,,,,,
10/02/2022,10,2,2022,Thursday,7,72022,4,February,2,,,,,,,,,,,
11/02/2022,11,2,2022,Friday,7,72022,5,February,2,,,,,,,,,,,
12/02/2022,12,2,2022,Saturday,7,72022,6,February,2,,,,,,,,,,,
13/02/2022,13,2,2022,Sunday,7,72022,7,February,2,,,,,,,,,,,
14/02/2022,14,2,2022,Monday,8,82022,1,February,2,,,,,,,,,,,
15/02/2022,15,2,2022,Tuesday,8,82022,2,February,2,,,,,,,,,,,
16/02/2022,16,2,2022,Wednesday,8,82022,3,February,2,,,,,,,,,,,
17/02/2022,17,2,2022,Thursday,8,82022,4,February,2,,,,,,,,,,,
18/02/2022,18,2,2022,Friday,8,82022,5,February,2,,,,,,,,,,,
19/02/2022,19,2,2022,Saturday,8,82022,6,February,2,,,,,,,,,,,
