Date (DDMMYYYY),Date,Month,Year,DoW,Week Number,WeekYear,WeekDayNo,Financial Month,Financial Month No,Pre 2020 Menu Change Period,Post 2020 Menu Change Period,Calendar Year,Week Ending,Date&DoW,Date (DDMMYYYY),Post Apr '22 Pricing Change,Post Apr '22 Pricing Change (equiv. for 2019),Post July '22 Pricing Change,,
23/01/2023,23,1,2023,Monday,5,52023,1,February,2,,,,,,,,,,,
24/01/2023,24,1,2023,Tuesday,5,52023,2,February,2,,,,,,,,,,,
25/01/2023,25,1,2023,Wednesday,5,52023,3,February,2,,,,,,,,,,,
26/01/2023,26,1,2023,Thursday,5,52023,4,February,2,,,,,,,,,,,
27/01/2023,27,1,2023,Friday,5,52023,5,February,2,,,,,,,,,,,
28/01/2023,28,1,2023,Saturday,5,52023,6,February,2,,,,,,,,,,,
29/01/2023,29,1,2023,Sunday,5,52023,7,February,2,,,,,,,,,,,
30/01/2023,30,1,2023,Monday,6,62023,1,February,2,,,,,,,,,,,
31/01/2023,31,1,2023,Tuesday,6,62023,2,February,2,,,,,,,,,,,
01/02/2023,1,2,2023,Wednesday,6,62023,3,February,2,,,,,,,,,,,
02/02/2023,2,2,2023,Thursday,6,62023,4,February,2,,,,,,,,,,,
03/02/2023,3,2,2023,Friday,6,62023,5,February,2,,,,,,,,,,,
04/02/2023,4,2,2023,Saturday,6,62023,6,February,2,,,,,,,,,,,
05/02/2023,5,2,2023,Sunday,6,62023,7,February,2,,,,,,,,,,,
06/02/2023,6,2,2023,Monday,7,72023,1,February,2,,,,,,,,,,,
07/02/2023,7,2,2023,Tuesday,7,72023,2,February,2,,,,,,,,,,,
08/02/2023,8,2,2023,Wednesday,7,72023,3,February,2,,,,,,,,,,,
09/02/2023,9,2,2023,Thursday,7,72023,4,February,2,,,,,,,,,,,
10/02/2023,10,2,2023,Friday,7,72023,5,February,2,,,,,,,,,,,
11/02/2023,11,2,2023,Saturday,7,72023,6,February,2,,,,,,,,,,,
12/02/2023,12,2,2023,Sunday,7,72023,7,February,2,,,,,,,,,,,
13/02/2023,13,2,2023,Monday,8,82023,1,February,2,,,,,,,,,,,
14/02/2023,14,2,2023,Tuesday,8,82023,2,February,2,,,,,,,,,,,
15/02/2023,15,2,2023,Wednesday,8,82023,3,February,2,,,,,,,,,,,
16/02/2023,16,2,2023,Thursday,8,82023,4,February,2,,,,,,,,,,,
17/02/2023,17,2,2023,Friday,8,82023,5,February,2,,,,,,,,,,,
18/02/2023,18,2,2023,Saturday,8,82023,6,February,2,,,,,,,,,,,
19/02/2023,19,2,2023,Sunday,8,82023,7,February,2,,,,,,,,,,,
20/02/2023,20,2,2023,Monday,9,92023,1,March,3,,,,,,,,,,,
21/02/2023,21,2,2023,Tuesday,9,92023,2,March,3,,,,,,,,,,,
22/02/2023,22,2,2023,Wednesday,9,92023,3,March,3,,,,,,,,,,,
23/02/2023,23,2,2023,Thursday,9,92023,4,March,3,,,,,,,,,,,
24/02/2023,24,2,2023,Friday,9,92023,5,March,3,,,,,,,,,,,
25/02/2023,25,2,2023,Saturday,9,92023,6,March,3,,,,,,,,,,,
26/02/2023,26,2,2023,Sunday,9,92023,7,March,3,,,,,,,,,,,
27/02/2023,27,2,2023,Monday,10,102023,1,March,3,,,,,,,,,,,
28/02/2023,28,2,2023,Tuesday,10,102023,2,March,3,,,,,,,,,,,
01/03/2023,1,3,2023,Wednesday,10,102023,3,March,3,,,,,,,,,,,
02/03/2023,2,3,2023,Thursday,10,102023,4,March,3,,,,,,,,,,,
03/03/2023,3,3,2023,Friday,10,102023,5,March,3,,,,,,,,,,,
04/03/2023,4,3,2023,Saturday,10,102023,6,March,3,,,,,,,,,,,
05/03/2023,5,3,2023,Sunday,10,102023,7,March,3,,,,,,,,,,,
06/03/2023,6,3,2023,Monday,11,112023,1,March,3,,,,,,,,,,,
07/03/2023,7,3,2023,Tuesday,11,112023,2,March,3,,,,,,,,,,,
08/03/2023,8,3,2023,Wednesday,11,112023,3,March,3,,,,,,,,,,,
09/03/2023,9,3,2023,Thursday,11,112023,4,March,3,,,,,,,,,,,
10/03/2023,10,3,2023,Friday,11,112023,5,March,3,,,,,,,,,,,
11/03/2023,11,3,2023,Saturday,11,112023,6,March,3,,,,,,,,,,,
12/03/2023,12,3,2023,Sunday,11,112023,7,March,3,,,,,,,,,,,
13/03/2023,13,3,2023,Monday,12,122023,1,March,3,,,,,,,,,,,
14/03/2023,14,3,2023,Tuesday,12,122023,2,March,3,,,,,,,,,,,
15/03/2023,15,3,2023,Wednesday,12,122023,3,March,3,,,,,,,,,,,
16/03/2023,16,3,2023,Thursday,12,122023,4,March,3,,,,,,,,,,,
17/03/2023,17,3,2023,Friday,12,122023,5,March,3,,,,,,,,,,,
18/03/2023,18,3,2023,Saturday,12,122023,6,March,3,,,,,,,,,,,
19/03/2023,19,3,2023,Sunday,12,122023,7,March,3,,,,,,,,,,,
20/03/2023,20,3,2023,Monday,13,132023,1,March,3,,,,,,,,,,,
21/03/2023,21,3,2023,Tuesday,13,132023,2,March,3,,,,,,,,,,,
22/03/2023,22,3,2023,Wednesday,13,132023,3,March,3,,,,,,,,,,,
23/03/2023,23,3,2023,Thursday,13,132023,4,March,3,,,,,,,,,,,
24/03/2023,24,3,2023,Friday,13,132023,5,March,3,,,,,,,,,,,
25/03/2023,25,3,2023,Saturday,13,132023,6,March,3,,,,,,,,,,,
26/03/2023,26,3,2023,Sunday,13,132023,7,March,3,,,,,,,,,,,
27/03/2023,27,3,2023,Monday,14,142023,1,April,4,,,,,,,,,,,
28/03/2023,28,3,2023,Tuesday,14,142023,2,April,4,,,,,,,,,,,
29/03/2023,29,3,2023,Wednesday,14,142023,3,April,4,,,,,,,,,,,
30/03/2023,30,3,2023,Thursday,14,142023,4,April,4,,,,,,,,,,,
31/03/2023,31,3,2023,Friday,14,142023,5,April,4,,,,,,,,,,,
01/04/2023,1,4,2023,Saturday,14,142023,6,April,4,,,,,,,,,,,
02/04/2023,2,4,2023,Sunday,14,142023,7,April,4,,,,,,,,,,,
03/04/2023,3,4,2023,Monday,15,152023,1,April,4,,,,,,,,,,,
04/04/2023,4,4,2023,Tuesday,15,152023,2,April,4,,,,,,,,,,,
05/04/2023,5,4,2023,Wednesday,15,152023,3,April,4,,,,,,,,,,,
06/04/2023,6,4,2023,Thursday,15,152023,4,April,4,,,,,,,,,,,
07/04/2023,7,4,2023,Friday,15,152023,5,April,4,,,,,,,,,,,
08/04/2023,8,4,2023,Saturday,15,152023,6,April,4,,,,,,,,,,,
09/04/2023,9,4,2023,Sunday,15,152023,7,April,4,,,,,,,,,,,
10/04/2023,10,4,2023,Monday,16,162023,1,April,4,,,,,,,,,,,
11/04/2023,11,4,2023,Tuesday,16,162023,2,April,4,,,,,,,,,,,
12/04/2023,12,4,2023,Wednesday,16,162023,3,April,4,,,,,,,,,,,
13/04/2023,13,4,2023,Thursday,16,162023,4,April,4,,,,,,,,,,,
14/04/2023,14,4,2023,Friday,16,162023,5,April,4,,,,,,,,,,,
15/04/2023,15,4,2023,Saturday,16,162023,6,April,4,,,,,,,,,,,
16/04/2023,16,4,2023,Sunday,16,162023,7,April,4,,,,,,,,,,,
17/04/2023,17,4,2023,Monday,17,172023,1,April,4,,,,,,,,,,,
18/04/2023,18,4,2023,Tuesday,17,172023,2,April,4,,,,,,,,,,,
19/04/2023,19,4,2023,Wednesday,17,172023,3,April,4,,,,,,,,,,,
20/04/2023,20,4,2023,Thursday,17,172023,4,April,4,,,,,,,,,,,
21/04/2023,21,4,2023,Friday,17,172023,5,April,4,,,,,,,,,,,
22/04/2023,22,4,2023,Saturday,17,172023,6,April,4,,,,,,,,,,,
23/04/2023,23,4,2023,Sunday,17,172023,7,April,4,,,,,,,,,,,
24/04/2023,24,4,2023,Monday,18,182023,1,May,5,,,,,,,,,,,
25/04/2023,25,4,2023,Tuesday,18,182023,2,May,5,,,,,,,,,,,
26/04/2023,26,4,2023,Wednesday,18,182023,3,May,5,,,,,,,,,,,
27/04/2023,27,4,2023,Thursday,18,182023,4,May,5,,,,,,,,,,,
28/04/2023,28,4,2023,Friday,18,182023,5,May,5,,,,,,,,,,,
29/04/2023,29,4,2023,Saturday,18,182023,6,May,5,,,,,,,,,,,
30/04/2023,30,4,2023,Sunday,18,182023,7,May,5,,,,,,,,,,,
01/05/2023,1,5,2023,Monday,19,192023,1,May,5,,,,,,,,,,,
02/05/2023,2,5,2023,Tuesday,19,192023,2,May,5,,,,,,,,,,,
03/05/2023,3,5,2023,Wednesday,19,192023,3,May,5,,,,,,,,,,,
04/05/2023,4,5,2023,Thursday,19,192023,4,May,5,,,,,,,,,,,
05/05/2023,5,5,2023,Friday,19,192023,5,May,5,,,,,,,,,,,
06/05/2023,6,5,2023,Saturday,19,192023,6,May,5,,,,,,,,,,,
07/05/2023,7,5,2023,Sunday,19,192023,7,May,5,,,,,,,,,,,
08/05/2023,8,5,2023,Monday,20,202023,1,May,5,,,,,,,,,,,
09/05/2023,9,5,2023,Tuesday,20,202023,2,May,5,,,,,,,,,,,
10/05/2023,10,5,2023,Wednesday,20,202023,3,May,5,,,,,,,,,,,
11/05/2023,11,5,2023,Thursday,20,202023,4,May,5,,,,,,,,,,,
12/05/2023,12,5,2023,Friday,20,202023,5,May,5,,,,,,,,,,,
13/05/2023,13,5,2023,Saturday,20,202023,6,May,5,,,,,,,,,,,
14/05/2023,14,5,2023,Sunday,20,202023,7,May,5,,,,,,,,,,,
15/05/2023,15,5,2023,Monday,21,212023,1,May,5,,,,,,,,,,,
16/05/2023,16,5,2023,Tuesday,21,212023,2,May,5,,,,,,,,,,,
17/05/2023,17,5,2023,Wednesday,21,212023,3,May,5,,,,,,,,,,,
18/05/2023,18,5,2023,Thursday,21,212023,4,May,5,,,,,,,,,,,
19/05/2023,19,5,2023,Friday,21,212023,5,May,5,,,,,,,,,,,
20/05/2023,20,5,2023,Saturday,21,212023,6,May,5,,,,,,,,,,,
21/05/2023,21,5,2023,Sunday,21,212023,7,May,5,,,,,,,,,,,
22/05/2023,22,5,2023,Monday,22,222023,1,June,6,,,,,,,,,,,
23/05/2023,23,5,2023,Tuesday,22,222023,2,June,6,,,,,,,,,,,
24/05/2023,24,5,2023,Wednesday,22,222023,3,June,6,,,,,,,,,,,
25/05/2023,25,5,2023,Thursday,22,222023,4,June,6,,,,,,,,,,,
26/05/2023,26,5,2023,Friday,22,222023,5,June,6,,,,,,,,,,,
27/05/2023,27,5,2023,Saturday,22,222023,6,June,6,,,,,,,,,,,
28/05/2023,28,5,2023,Sunday,22,222023,7,June,6,,,,,,,,,,,
29/05/2023,29,5,2023,Monday,23,232023,1,June,6,,,,,,,,,,,
30/05/2023,30,5,2023,Tuesday,23,232023,2,June,6,,,,,,,,,,,
31/05/2023,31,5,2023,Wednesday,23,232023,3,June,6,,,,,,,,,,,
01/06/2023,1,6,2023,Thursday,23,232023,4,June,6,,,,,,,,,,,
02/06/2023,2,6,2023,Friday,23,232023,5,June,6,,,,,,,,,,,
03/06/2023,3,6,2023,Saturday,23,232023,6,June,6,,,,,,,,,,,
04/06/2023,4,6,2023,Sunday,23,232023,7,June,6,,,,,,,,,,,
05/06/2023,5,6,2023,Monday,24,242023,1,June,6,,,,,,,,,,,
06/06/2023,6,6,2023,Tuesday,24,242023,2,June,6,,,,,,,,,,,
07/06/2023,7,6,2023,Wednesday,24,242023,3,June,6,,,,,,,,,,,
08/06/2023,8,6,2023,Thursday,24,242023,4,June,6,,,,,,,,,,,
09/06/2023,9,6,2023,Friday,24,242023,5,June,6,,,,,,,,,,,
10/06/2023,10,6,2023,Saturday,24,242023,6,June,6,,,,,,,,,,,
11/06/2023,11,6,2023,Sunday,24,242023,7,June,6,,,,,,,,,,,
12/06/2023,12,6,2023,Monday,25,252023,1,June,6,,,,,,,,,,,
13/06/2023,13,6,2023,Tuesday,25,252023,2,June,6,,,,,,,,,,,
14/06/2023,14,6,2023,Wednesday,25,252023,3,June,6,,,,,,,,,,,
15/06/2023,15,6,2023,Thursday,25,252023,4,June,6,,,,,,,,,,,
16/06/2023,16,6,2023,Friday,25,252023,5,June,6,,,,,,,,,,,
17/06/2023,17,6,2023,Saturday,25,252023,6,June,6,,,,,,,,,,,
18/06/2023,18,6,2023,Sunday,25,252023,7,June,6,,,,,,,,,,,
19/06/2023,19,6,2023,Monday,26,262023,1,June,6,,,,,,,,,,,
20/06/2023,20,6,2023,Tuesday,26,262023,2,June,6,,,,,,,,,,,
21/06/2023,21,6,2023,Wednesday,26,262023,3,June,6,,,,,,,,,,,
22/06/2023,22,6,2023,Thursday,26,262023,4,June,6,,,,,,,,,,,
23/06/2023,23,6,2023,Friday,26,262023,5,June,6,,,,,,,,,,,
24/06/2023,24,6,2023,Saturday,26,262023,6,June,6,,,,,,,,,,,
25/06/2023,25,6,2023,Sunday,26,262023,7,June,6,,,,,,,,,,,
26/06/2023,26,6,2023,Monday,27,272023,1,July,7,,,,,,,,,,,
27/06/2023,27,6,2023,Tuesday,27,272023,2,July,7,,,,,,,,,,,
28/06/2023,28,6,2023,Wednesday,27,272023,3,July,7,,,,,,,,,,,
29/06/2023,29,6,2023,Thursday,27,272023,4,July,7,,,,,,,,,,,
30/06/2023,30,6,2023,Friday,27,272023,5,July,7,,,,,,,,,,,
01/07/2023,1,7,2023,Saturday,27,272023,6,July,7,,,,,,,,,,,
02/07/2023,2,7,2023,Sunday,27,272023,7,July,7,,,,,,,,,,,
03/07/2023,3,7,2023,Monday,28,282023,1,July,7,,,,,,,,,,,
04/07/2023,4,7,2023,Tuesday,28,282023,2,July,7,,,,,,,,,,,
05/07/2023,5,7,2023,Wednesday,28,282023,3,July,7,,,,,,,,,,,
06/07/2023,6,7,2023,Thursday,28,282023,4,July,7,,,,,,,,,,,
07/07/2023,7,7,2023,Friday,28,282023,5,July,7,,,,,,,,,,,
08/07/2023,8,7,2023,Saturday,28,282023,6,July,7,,,,,,,,,,,
09/07/2023,9,7,2023,Sunday,28,282023,7,July,7,,,,,,,,,,,
10/07/2023,10,7,2023,Monday,29,292023,1,July,7,,,,,,,,,,,
11/07/2023,11,7,2023,Tuesday,29,292023,2,July,7,,,,,,,,,,,
12/07/2023,12,7,2023,Wednesday,29,292023,3,July,7,,,,,,,,,,,
13/07/2023,13,7,2023,Thursday,29,292023,4,July,7,,,,,,,,,,,
14/07/2023,14,7,2023,Friday,29,292023,5,July,7,,,,,,,,,,,
15/07/2023,15,7,2023,Saturday,29,292023,6,July,7,,,,,,,,,,,
16/07/2023,16,7,2023,Sunday,29,292023,7,July,7,,,,,,,,,,,
17/07/2023,17,7,2023,Monday,30,302023,1,July,7,,,,,,,,,,,
18/07/2023,18,7,2023,Tuesday,30,302023,2,July,7,,,,,,,,,,,
19/07/2023,19,7,2023,Wednesday,30,302023,3,July,7,,,,,,,,,,,
20/07/2023,20,7,2023,Thursday,30,302023,4,July,7,,,,,,,,,,,
21/07/2023,21,7,2023,Friday,30,302023,5,July,7,,,,,,,,,,,
22/07/2023,22,7,2023,Saturday,30,302023,6,July,7,,,,,,,,,,,
23/07/2023,23,7,2023,Sunday,30,302023,7,July,7,,,,,,,,,,,
24/07/2023,24,7,2023,Monday,31,312023,1,August,8,,,,,,,,,,,
25/07/2023,25,7,2023,Tuesday,31,312023,2,August,8,,,,,,,,,,,
26/07/2023,26,7,2023,Wednesday,31,312023,3,August,8,,,,,,,,,,,
27/07/2023,27,7,2023,Thursday,31,312023,4,August,8,,,,,,,,,,,
28/07/2023,28,7,2023,Friday,31,312023,5,August,8,,,,,,,,,,,
29/07/2023,29,7,2023,Saturday,31,312023,6,August,8,,,,,,,,,,,
30/07/2023,30,7,2023,Sunday,31,312023,7,August,8,,,,,,,,,,,
31/07/2023,31,7,2023,Monday,32,322023,1,August,8,,,,,,,,,,,
01/08/2023,1,8,2023,Tuesday,32,322023,2,August,8,,,,,,,,,,,
02/08/2023,2,8,2023,Wednesday,32,322023,3,August,8,,,,,,,,,,,
03/08/2023,3,8,2023,Thursday,32,322023,4,August,8,,,,,,,,,,,
04/08/2023,4,8,2023,Friday,32,322023,5,August,8,,,,,,,,,,,
05/08/2023,5,8,2023,Saturday,32,322023,6,August,8,,,,,,,,,,,
06/08/2023,6,8,2023,Sunday,32,322023,7,August,8,,,,,,,,,,,
07/08/2023,7,8,2023,Monday,33,332023,1,August,8,,,,,,,,,,,
08/08/2023,8,8,2023,Tuesday,33,332023,2,August,8,,,,,,,,,,,
09/08/2023,9,8,2023,Wednesday,33,332023,3,August,8,,,,,,,,,,,
10/08/2023,10,8,2023,Thursday,33,332023,4,August,8,,,,,,,,,,,
11/08/2023,11,8,2023,Friday,33,332023,5,August,8,,,,,,,,,,,
12/08/2023,12,8,2023,Saturday,33,332023,6,August,8,,,,,,,,,,,
13/08/2023,13,8,2023,Sunday,33,332023,7,August,8,,,,,,,,,,,
14/08/2023,14,8,2023,Monday,34,342023,1,August,8,,,,,,,,,,,
15/08/2023,15,8,2023,Tuesday,34,342023,2,August,8,,,,,,,,,,,
16/08/2023,16,8,2023,Wednesday,34,342023,3,August,8,,,,,,,,,,,
17/08/2023,17,8,2023,Thursday,34,342023,4,August,8,,,,,,,,,,,
18/08/2023,18,8,2023,Friday,34,342023,5,August,8,,,,,,,,,,,
19/08/2023,19,8,2023,Saturday,34,342023,6,August,8,,,,,,,,,,,
20/08/2023,20,8,2023,Sunday,34,342023,7,August,8,,,,,,,,,,,
21/08/2023,21,8,2023,Monday,35,352023,1,September,9,,,,,,,,,,,
22/08/2023,22,8,2023,Tuesday,35,352023,2,September,9,,,,,,,,,,,
23/08/2023,23,8,2023,Wednesday,35,352023,3,September,9,,,,,,,,,,,
24/08/2023,24,8,2023,Thursday,35,352023,4,September,9,,,,,,,,,,,
25/08/2023,25,8,2023,Friday,35,352023,5,September,9,,,,,,,,,,,
26/08/2023,26,8,2023,Saturday,35,352023,6,September,9,,,,,,,,,,,
27/08/2023,27,8,2023,Sunday,35,352023,7,September,9,,,,,,,,,,,
28/08/2023,28,8,2023,Monday,36,362023,1,September,9,,,,,,,,,,,
29/08/2023,29,8,2023,Tuesday,36,362023,2,September,9,,,,,,,,,,,
30/08/2023,30,8,2023,Wednesday,36,362023,3,September,9,,,,,,,,,,,
31/08/2023,31,8,2023,Thursday,36,362023,4,September,9,,,,,,,,,,,
01/09/2023,1,9,2023,Friday,36,362023,5,September,9,,,,,,,,,,,
02/09/2023,2,9,2023,Saturday,36,362023,6,September,9,,,,,,,,,,,
03/09/2023,3,9,2023,Sunday,36,362023,7,September,9,,,,,,,,,,,
04/09/2023,4,9,2023,Monday,37,372023,1,September,9,,,,,,,,,,,
05/09/2023,5,9,2023,Tuesday,37,372023,2,September,9,,,,,,,,,,,
06/09/2023,6,9,2023,Wednesday,37,372023,3,September,9,,,,,,,,,,,
07/09/2023,7,9,2023,Thursday,37,372023,4,September,9,,,,,,,,,,,
08/09/2023,8,9,2023,Friday,37,372023,5,September,9,,,,,,,,,,,
09/09/2023,9,9,2023,Saturday,37,372023,6,September,9,,,,,,,,,,,
10/09/2023,10,9,2023,Sunday,37,372023,7,September,9,,,,,,,,,,,
11/09/2023,11,9,2023,Monday,38,382023,1,September,9,,,,,,,,,,,
12/09/2023,12,9,2023,Tuesday,38,382023,2,September,9,,,,,,,,,,,
13/09/2023,13,9,2023,Wednesday,38,382023,3,September,9,,,,,,,,,,,
14/09/2023,14,9,2023,Thursday,38,382023,4,September,9,,,,,,,,,,,
15/09/2023,15,9,2023,Friday,38,382023,5,September,9,,,,,,,,,,,
16/09/2023,16,9,2023,Saturday,38,382023,6,September,9,,,,,,,,,,,
17/09/2023,17,9,2023,Sunday,38,382023,7,September,9,,,,,,,,,,,
18/09/2023,18,9,2023,Monday,39,392023,1,September,9,,,,,,,,,,,
19/09/2023,19,9,2023,Tuesday,39,392023,2,September,9,,,,,,,,,,,
20/09/2023,20,9,2023,Wednesday,39,392023,3,September,9,,,,,,,,,,,
21/09/2023,21,9,2023,Thursday,39,392023,4,September,9,,,,,,,,,,,
22/09/2023,22,9,2023,Friday,39,392023,5,September,9,,,,,,,,,,,
23/09/2023,23,9,2023,Saturday,39,392023,6,September,9,,,,,,,,,,,
24/09/2023,24,9,2023,Sunday,39,392023,7,September,9,,,,,,,,,,,
25/09/2023,25,9,2023,Monday,40,402023,1,October,10,,,,,,,,,,,
26/09/2023,26,9,2023,Tuesday,40,402023,2,October,10,,,,,,,,,,,
27/09/2023,27,9,2023,Wednesday,40,402023,3,October,10,,,,,,,,,,,
28/09/2023,28,9,2023,Thursday,40,402023,4,October,10,,,,,,,,,,,
29/09/2023,29,9,2023,Friday,40,402023,5,October,10,,,,,,,,,,,
30/09/2023,30,9,2023,Saturday,40,402023,6,October,10,,,,,,,,,,,
01/10/2023,1,10,2023,Sunday,40,402023,7,October,10,,,,,,,,,,,
02/10/2023,2,10,2023,Monday,41,412023,1,October,10,,,,,,,,,,,
03/10/2023,3,10,2023,Tuesday,41,412023,2,October,10,,,,,,,,,,,
04/10/2023,4,10,2023,Wednesday,41,412023,3,October,10,,,,,,,,,,,
05/10/2023,5,10,2023,Thursday,41,412023,4,October,10,,,,,,,,,,,
06/10/2023,6,10,2023,Friday,41,412023,5,October,10,,,,,,,,,,,
07/10/2023,7,10,2023,Saturday,41,412023,6,October,10,,,,,,,,,,,
08/10/2023,8,10,2023,Sunday,41,412023,7,October,10,,,,,,,,,,,
09/10/2023,9,10,2023,Monday,42,422023,1,October,10,,,,,,,,,,,
10/10/2023,10,10,2023,Tuesday,42,422023,2,October,10,,,,,,,,,,,
11/10/2023,11,10,2023,Wednesday,42,422023,3,October,10,,,,,,,,,,,
12/10/2023,12,10,2023,Thursday,42,422023,4,October,10,,,,,,,,,,,
13/10/2023,13,10,2023,Friday,42,422023,5,October,10,,,,,,,,,,,
14/10/2023,14,10,2023,Saturday,42,422023,6,October,10,,,,,,,,,,,
15/10/2023,15,10,2023,Sunday,42,422023,7,October,10,,,,,,,,,,,
16/10/2023,16,10,2023,Monday,43,432023,1,October,10,,,,,,,,,,,
17/10/2023,17,10,2023,Tuesday,43,432023,2,October,10,,,,,,,,,,,
18/10/2023,18,10,2023,Wednesday,43,432023,3,October,10,,,,,,,,,,,
19/10/2023,19,10,2023,Thursday,43,432023,4,October,10,,,,,,,,,,,
20/10/2023,20,10,2023,Friday,43,432023,5,October,10,,,,,,,,,,,
21/10/2023,21,10,2023,Saturday,43,432023,6,October,10,,,,,,,,,,,
22/10/2023,22,10,2023,Sunday,43,432023,7,October,10,,,,,,,,,,,
23/10/2023,23,10,2023,Monday,44,442023,1,November,11,,,,,,,,,,,
24/10/2023,24,10,2023,Tuesday,44,442023,2,November,11,,,,,,,,,,,
25/10/2023,25,10,2023,Wednesday,44,442023,3,November,11,,,,,,,,,,,
26/10/2023,26,10,2023,Thursday,44,442023,4,November,11,,,,,,,,,,,
27/10/2023,27,10,2023,Friday,44,442023,5,November,11,,,,,,,,,,,
28/10/2023,28,10,2023,Saturday,44,442023,6,November,11,,,,,,,,,,,
29/10/2023,29,10,2023,Sunday,44,442023,7,November,11,,,,,,,,,,,
30/10/2023,30,10,2023,Monday,45,452023,1,November,11,,,,,,,,,,,
31/10/2023,31,10,2023,Tuesday,45,452023,2,November,11,,,,,,,,,,,
01/11/2023,1,11,2023,Wednesday,45,452023,3,November,11,,,,,,,,,,,
02/11/2023,2,11,2023,Thursday,45,452023,4,November,11,,,,,,,,,,,
03/11/2023,3,11,2023,Friday,45,452023,5,November,11,,,,,,,,,,,
04/11/2023,4,11,2023,Saturday,45,452023,6,November,11,,,,,,,,,,,
05/11/2023,5,11,2023,Sunday,45,452023,7,November,11,,,,,,,,,,,
06/11/2023,6,11,2023,Monday,46,462023,1,November,11,,,,,,,,,,,
07/11/2023,7,11,2023,Tuesday,46,462023,2,November,11,,,,,,,,,,,
08/11/2023,8,11,2023,Wednesday,46,462023,3,November,11,,,,,,,,,,,
09/11/2023,9,11,2023,Thursday,46,462023,4,November,11,,,,,,,,,,,
10/11/2023,10,11,2023,Friday,46,462023,5,November,11,,,,,,,,,,,
11/11/2023,11,11,2023,Saturday,46,462023,6,November,11,,,,,,,,,,,
12/11/2023,12,11,2023,Sunday,46,462023,7,November,11,,,,,,,,,,,
13/11/2023,13,11,2023,Monday,47,472023,1,November,11,,,,,,,,,,,
14/11/2023,14,11,2023,Tuesday,47,472023,2,November,11,,,,,,,,,,,
15/11/2023,15,11,2023,Wednesday,47,472023,3,November,11,,,,,,,,,,,
16/11/2023,16,11,2023,Thursday,47,472023,4,November,11,,,,,,,,,,,
17/11/2023,17,11,2023,Friday,47,472023,5,November,11,,,,,,,,,,,
18/11/2023,18,11,2023,Saturday,47,472023,6,November,11,,,,,,,,,,,
19/11/2023,19,11,2023,Sunday,47,472023,7,November,11,,,,,,,,,,,
20/11/2023,20,11,2023,Monday,48,482023,1,December,12,,,,,,,,,,,
21/11/2023,21,11,2023,Tuesday,48,482023,2,December,12,,,,,,,,,,,
22/11/2023,22,11,2023,Wednesday,48,482023,3,December,12,,,,,,,,,,,
23/11/2023,23,11,2023,Thursday,48,482023,4,December,12,,,,,,,,,,,
24/11/2023,24,11,2023,Friday,48,482023,5,December,12,,,,,,,,,,,
25/11/2023,25,11,2023,Saturday,48,482023,6,December,12,,,,,,,,,,,
26/11/2023,26,11,2023,Sunday,48,482023,7,December,12,,,,,,,,,,,
27/11/2023,27,11,2023,Monday,49,492023,1,December,12,,,,,,,,,,,
28/11/2023,28,11,2023,Tuesday,49,492023,2,December,12,,,,,,,,,,,
29/11/2023,29,11,2023,Wednesday,49,492023,3,December,12,,,,,,,,,,,
30/11/2023,30,11,2023,Thursday,49,492023,4,December,12,,,,,,,,,,,
01/12/2023,1,12,2023,Friday,49,492023,5,December,12,,,,,,,,,,,
02/12/2023,2,12,2023,Saturday,49,492023,6,December,12,,,,,,,,,,,
03/12/2023,3,12,2023,Sunday,49,492023,7,December,12,,,,,,,,,,,
04/12/2023,4,12,2023,Monday,50,502023,1,December,12,,,,,,,,,,,
05/12/2023,5,12,2023,Tuesday,50,502023,2,December,12,,,,,,,,,,,
06/12/2023,6,12,2023,Wednesday,50,502023,3,December,12,,,,,,,,,,,
07/12/2023,7,12,2023,Thursday,50,502023,4,December,12,,,,,,,,,,,
08/12/2023,8,12,2023,Friday,50,502023,5,December,12,,,,,,,,,,,
09/12/2023,9,12,2023,Saturday,50,502023,6,December,12,,,,,,,,,,,
10/12/2023,10,12,2023,Sunday,50,502023,7,December,12,,,,,,,,,,,
11/12/2023,11,12,2023,Monday,51,512023,1,December,12,,,,,,,,,,,
12/12/2023,12,12,2023,Tuesday,51,512023,2,December,12,,,,,,,,,,,
13/12/2023,13,12,2023,Wednesday,51,512023,3,December,12,,,,,,,,,,,
14/12/2023,14,12,2023,Thursday,51,512023,4,December,12,,,,,,,,,,,
15/12/2023,15,12,2023,Friday,51,512023,5,December,12,,,,,,,,,,,
16/12/2023,16,12,2023,Saturday,51,512023,6,December,12,,,,,,,,,,,
17/12/2023,17,12,2023,Sunday,51,512023,7,December,12,,,,,,,,,,,
18/12/2023,18,12,2023,Monday,52,522023,1,December,12,,,,,,,,,,,
19/12/2023,19,12,2023,Tuesday,52,522023,2,December,12,,,,,,,,,,,
20/12/2023,20,12,2023,Wednesday,52,522023,3,December,12,,,,,,,,,,,
21/12/2023,21,12,2023,Thursday,52,522023,4,December,12,,,,,,,,,,,
22/12/2023,22,12,2023,Friday,52,522023,5,December,12,,,,,,,,,,,
23/12/2023,23,12,2023,Saturday,52,522023,6,December,12,,,,,,,,,,,
24/12/2023,24,12,2023,Sunday,52,522023,7,December,12,,,,,,,,,,,
